id,name,type,mimeType,driveId,driveName,parent_id,full_path,createdTime
1Tx7EiFUyWS-ygsscjRuMA0e5dbwUW8cK,2601_간접투자시뮬레이션_템플릿_재무팀(업데이트 중).xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1EMBhYapUOjM-Xk6Yu0WbxU0g7SyNaAWU,"/투자실(권한 주의)/03. 펀드팀/★02. 출자 관리 및 검토/01. 출자 및 배분 예상/10개년 출자, 배분 재무 시뮬레이션/260116/2601_간접투자시뮬레이션_템플릿_재무팀(업데이트 중).xlsx",2026-01-27T04:18:53.889Z
1wanKmWVwYs7c2pbFpkA12ta9gX3FliKkinf5DMZJ4uE,컨텐츠/소비재>패션/뷰티>스킨케어(진행중),file,application/vnd.google-apps.document,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1dKHWN99teKIYoET6ftepIWOsnQvUxsq2,/투자실(권한 주의)/02. 투자팀/13. 직투팀 인턴/16기 김진하/공부/리서치/컨텐츠/소비재>패션/뷰티>스킨케어(진행중),2026-01-19T08:21:07.385Z
1vNKUdU1zesitsSlumYWEbYc-jSXMHGPw,Application from to apply for special provision for foreigb member of investment limited partnership.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1hlsUPrQKqxL065KLPUDxw_h38HbGA7-Z,/투자실(권한 주의)/03. 펀드팀/★04. Type 2/63. DGDV FUND Ⅲ (DG Daiwa Ventures)/07. 기타/Application from to apply for special provision for foreigb member of investment limited partnership.pdf,2026-01-28T05:43:18.802Z
1gIrpvZjcno_8f-d5PwMnHFcdvLM8Ldiv,입증서류 1.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1nrC8pwT0QF_ufjyeTQTzcjycKQjiLpwV,/투자실(권한 주의)/03. 펀드팀/★04. Type 2/33. 패스트 2022 Seed 투자조합 (패스트벤처스)/07. 기타/에픽코퍼레이션 이슈/입증서류 1.pdf,2026-01-28T05:42:00.845Z
1smPE73NlK5flQrmyWKyg90yYjpnabs-U,[패스트벤처스] 에픽 이슈 및 대응계획 관련 공문 (20260128).pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1nrC8pwT0QF_ufjyeTQTzcjycKQjiLpwV,/투자실(권한 주의)/03. 펀드팀/★04. Type 2/33. 패스트 2022 Seed 투자조합 (패스트벤처스)/07. 기타/에픽코퍼레이션 이슈/[패스트벤처스] 에픽 이슈 및 대응계획 관련 공문 (20260128).pdf,2026-01-28T05:40:55.958Z
1m5NeTCjB4cMpuODe63ypKi5SMnDSXPfn,dcamp 메일 - [패스트 2022 Seed 투자조합] 투자업체였던 에픽코퍼레이션 관련 이슈 보고.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1nrC8pwT0QF_ufjyeTQTzcjycKQjiLpwV,/투자실(권한 주의)/03. 펀드팀/★04. Type 2/33. 패스트 2022 Seed 투자조합 (패스트벤처스)/07. 기타/에픽코퍼레이션 이슈/dcamp 메일 - [패스트 2022 Seed 투자조합] 투자업체였던 에픽코퍼레이션 관련 이슈 보고.pdf,2026-01-28T05:40:38.149Z
1dKHWN99teKIYoET6ftepIWOsnQvUxsq2,리서치,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),106vJ-UOjdbueoDmvvjtRCbyRoWu82aNA,/투자실(권한 주의)/02. 투자팀/13. 직투팀 인턴/16기 김진하/공부/리서치,2026-01-28T05:37:16.281Z
1IYh4q8FUCkhrXU2EyAbkYKiF2eLig-qdgrJDW_-po-Y,미비서류 추출 툴,file,application/vnd.google-apps.spreadsheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1HVAt7STkr8yL1lsVRgAOkiSDafPNIReL,/투자실(권한 주의)/02. 투자팀/13. 직투팀 인턴/16기 김진하/미비서류 추출 툴,2026-01-08T01:12:46.096Z
18EJDQStELmzVa6G02u48mw_G9C9Y0hny,제출서류 리스트 및 투자금사용내역확인서(내부 관리용).xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1O2Fj2YEY3v3Es3yBo8ROCyp815ERVAe5,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/제출서류 리스트 및 투자금사용내역확인서(내부 관리용).xlsx,2021-08-12T05:32:15.255Z
1BsScQ-8y5QbDIvvKklpQOY6630XfKdp7HI_WkGtUWE8,2026년 2차(2월) 투자심사위원회(투자분과)_개최(안),file,application/vnd.google-apps.document,,My Drive,,/My Drive/2026년 2차(2월) 투자심사위원회(투자분과)_개최(안),2026-01-27T23:55:48.914Z
1HQCEDJoLV6hRTD4QMgBwcV3j_ismZzJ7,IV.2. 주식인수증_엔츠(날인없음).pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1eebBA0N3a3bfwekwBqH6i6RKGM-igiad,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/01. 투자서류/IV.2. 주식인수증_엔츠(날인없음).pdf,2025-11-07T04:52:04.309Z
1MqPNXr31Gffq-p3HLjMJwqWaLHbjRLkT,IV.1. 주권미발행확인서_엔츠(날인없음).pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1eebBA0N3a3bfwekwBqH6i6RKGM-igiad,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/01. 투자서류/IV.1. 주권미발행확인서_엔츠(날인없음).pdf,2025-11-07T04:52:03.962Z
1XUK4b8O-XfTnr-QcakvYD15hAiAcGKtr,I.17. 주요 임직원 급여 현황.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.17. 주요 임직원 급여 현황.xlsx,2026-01-07T08:25:46.741Z
152TwP82qIr-nv9vtFyVl_WWU32soVI0L,I.10. 주식매수선택권(스톡옵션) 발행 리스트.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.10. 주식매수선택권(스톡옵션) 발행 리스트.xlsx,2026-01-07T08:25:46.821Z
12k-ocZkWFOBtGqqxemQNrCYR9cHmWD0I,I.9. cap table(이전 투자 내역 포함).xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.9. cap table(이전 투자 내역 포함).xlsx,2026-01-07T08:25:46.741Z
1ily1Du_GCfizcUsqnymtyGlRZElWkSQK,I.2. 회사 일반현황.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.2. 회사 일반현황.xlsx,2026-01-07T08:25:50.205Z
1xedenTQV4Ywu4kDEPrdP3R9aNZ6GVQ3q,IV.2. 사업자등록증_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/IV.2. 사업자등록증_고이장례연구소,2026-01-07T08:25:56.266Z
1iHdMytx2Mh1B1_dDZTMNOpAyOWVs2poL,IV.4. 주주명부_고이장례연구소_20250930.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/IV.4. 주주명부_고이장례연구소_20250930.pdf,2026-01-07T08:25:55.438Z
1nWtYZDnf52Rhyovu707fzonLA7y83LrL,I.12. 차입금 세부현황.xlsx,file,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.12. 차입금 세부현황.xlsx,2026-01-07T08:25:46.742Z
1dcxkVO6bxajGzRAA_LtorkmqcTvG6TcM,I.7. 금번 라운드 투자 유치 목표 금액 및 투자금 사용용도.docx,file,application/haansoftdocx,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.7. 금번 라운드 투자 유치 목표 금액 및 투자금 사용용도.docx,2026-01-07T08:25:53.669Z
1k9Zj0nzGqen9qf6SEWY1tLliHDKDL7MB,II.3. 납세증명서_지방세_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/II.3. 납세증명서_지방세_고이장례연구소,2026-01-07T08:25:47.962Z
14lepJefeAeZjpB9OPtWNw17xvTony9go,II.3. 납세증명서_국세_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/II.3. 납세증명서_국세_고이장례연구소,2026-01-07T08:25:47.375Z
19gxMERSBG1BHmjL4GN1j7IUDHEYU_n1g,IV.3. 정관_고이장례연구소_250108.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/IV.3. 정관_고이장례연구소_250108.pdf,2026-01-07T08:25:55.796Z
1V_dm1OFafl4fNokOIC1HYcNe7ymfxyr2,II.2. 법인등기사항전부증명서_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/II.2. 법인등기사항전부증명서_고이장례연구소,2026-01-07T08:26:58.242Z
1WBIAOvTCrpXUTggt2XCuzd2EJyeNPHQ6,III.2. 주식금액납입계좌_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/III.2. 주식금액납입계좌_고이장례연구소,2026-01-07T08:25:47.466Z
1Y_0EQyuFtJPI3Lyb-j5TQ4WnKOlKU5lT,VI.1. 납입후 주주명부_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/VI.1. 납입후 주주명부_고이장례연구소,2026-01-07T08:25:49.685Z
1DuXNUR-Cai8hiFOgxf5QhzTqM3rX80tb,VI.2. 납입후 법인등기사항전부증명서_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/VI.2. 납입후 법인등기사항전부증명서_고이장례연구소,2026-01-07T08:27:04.661Z
17CALcN75KYCUd16300hPIbAcPvxKbVjM,IV.1. 투자계약서_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/IV.1. 투자계약서_고이장례연구소,2026-01-07T08:27:33.113Z
19ZwKBZs34OR4dCJpRJqeC6qq55GQM1mU,V.2. 주식인수증_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/V.2. 주식인수증_고이장례연구소,2026-01-07T08:25:49.943Z
1gH4MApEWAWv94yUvUTHRxcYxh35WtA6P,IV.6. 신주식청약서_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/IV.6. 신주식청약서_고이장례연구소,2026-01-07T08:25:48.397Z
1bZKaDreWZZdpbosoPiv1mikXmnj-zIE8,II.1. 대표자 주민등록 등본_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/II.1. 대표자 주민등록 등본_고이장례연구소,2026-01-07T08:25:47.469Z
1fB0wlBQAdv567XAOmx1f6wWNBOxIDF-h,III.1. 이사회의사록_고이장례연구소.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/III.1. 이사회의사록_고이장례연구소.pdf,2026-01-07T08:25:56.589Z
1Ft4O6DYPDwizVM8mhDfOKu2BTTi9LhQp,IV.5. 이해관계인 인감증명서.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/IV.5. 이해관계인 인감증명서.pdf,2026-01-07T08:26:08.594Z
1aF_QRjy7KIRHDkBuHEwwTEZbjF2draET,IV.5. 법인인감증명서.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/IV.5. 법인인감증명서.pdf,2026-01-07T08:25:48.135Z
1WdS74j_KABz1E72niToZLxpwmEV-HmT6,V.1. 주권미발행확인서,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/V.1. 주권미발행확인서,2026-01-07T08:25:47.989Z
17lmtMY_dtTcVA0FFcLzXcGV1LprYb1oY,I.13. 이전 투자계약서_고이장례연구소,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.13. 이전 투자계약서_고이장례연구소,2026-01-07T08:25:45.739Z
1lleWkuT2vb_HskipwfoNhGtf0ax08Z8w,I.11. 재무제표 및 부속명세서_고이장례연구소,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.11. 재무제표 및 부속명세서_고이장례연구소,2026-01-07T08:25:45.748Z
15b8gOP5NGqCNIV9BpgqvyHvoBI573R9q,I.1. 사업계획서_고이장례연구소,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1ANHOTYi5xfKbF4n-srI3xKiTEfnFi7kp,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/570. 고이장례연구소_투자/01. 투자서류/I.1. 사업계획서_고이장례연구소,2026-01-07T08:26:54.849Z
1h_bz26I9UxGwxRl05JtHbwzqbKcku-at,날인 후 서류,folder,application/vnd.google-apps.folder,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1qF-uwNpKM6XRwO-pBDt9_ipdBD717rTE,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/517. 시그니처레이블_투자/02. 사후관리/01. 정기 및 임시 주주총회 (기타 동의 포함)/260127_임시주주총회(제3자배정유상증자)/날인 후 서류,2026-01-28T02:27:41.204Z
1J641kqMUrWC3vHzr_-l9rmxFH2ws46SW,III.2. 주식금액납입계좌_카드몬스터,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1zRurowbNexw6nz7LuiTzedQvK16kC1WH,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/569. 카드몬스터_투자/01. 투자서류/III.2. 주식금액납입계좌_카드몬스터,2025-12-08T07:20:47.329Z
1rzv3ezNf2HuOeM6XJyfgrokupnNh-TlF,1. 서면에 의한 의결권 행사서_260127.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1h_bz26I9UxGwxRl05JtHbwzqbKcku-at,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/517. 시그니처레이블_투자/02. 사후관리/01. 정기 및 임시 주주총회 (기타 동의 포함)/260127_임시주주총회(제3자배정유상증자)/날인 후 서류/1. 서면에 의한 의결권 행사서_260127.pdf,2026-01-28T02:27:59.012Z
1xaJvS2AKmWwYEiRiQqFe3glKo7WAztNhy0_r7JuJ7Bk,(내부용) 월간 브리프_2월의 사본,file,application/vnd.google-apps.spreadsheet,,My Drive,1M4r3w8JDalEzcd0CEKqSqvUJkn-8NNH9,/My Drive/투자전략인턴/(내부용) 월간 브리프_2월의 사본,2026-01-21T01:24:21.657Z
1_ZHMDxoLNi7yaaBlIKznPBp84nDSz_Li,I.10. 엔츠_스톡옵션명부_2025-08-20.pdf,file,application/pdf,0ADRmYMCfHI3HUk9PVA,투자실(권한 주의),1MM74ckUP3agYzjZ4EpsclLa4Iz_FhUZu,/투자실(권한 주의)/02. 투자팀/02. 투자_단계별/03. 투자완료(재원별)/01. D.ANGEL (디데이 투자 프로그램)/567. 엔츠_투자/00. 검토자료/I.10. 엔츠_스톡옵션명부_2025-08-20.pdf,2026-01-28T01:34:53.249Z
